case,noalt,alt,choice,traveltime,cost,freq,male,income,cost_coverage
717,3,Train,0,154,60,30,1,3,1
718,3,Car,0,286,125,1,1,3,1
718,3,SM,1,80,150,20,1,3,1
718,3,Train,0,247,131,120,1,3,1
719,3,Car,0,240,140,1,1,3,1
719,3,SM,1,141,155,30,1,3,1
719,3,Train,0,336,134,120,1,3,1
720,3,Car,0,260,96,1,1,3,1
720,3,SM,1,131,140,10,1,3,1
720,3,Train,0,326,122,30,1,3,1
721,3,Car,0,210,120,1,1,3,1
721,3,SM,1,132,122,10,1,3,1
721,3,Train,0,293,109,30,1,3,1
722,3,Car,0,240,140,1,1,3,1
722,3,SM,1,109,127,30,1,3,1
722,3,Train,0,263,126,120,1,3,1
723,3,Car,0,208,120,1,1,3,1
723,3,SM,1,92,127,20,1,3,1
723,3,Train,0,200,113,120,1,3,1
724,3,Car,0,180,120,1,1,3,1
724,3,SM,1,68,122,30,1,3,1
724,3,Train,0,216,116,120,1,3,1
725,3,Car,0,104,45,1,1,3,1
725,3,SM,1,34,65,20,1,3,1
725,3,Train,0,89,53,120,1,3,1
726,3,Car,0,156,85,1,1,3,1
726,3,SM,1,102,90,20,1,3,1
726,3,Train,0,157,89,120,1,3,1
727,3,Car,0,190,115,1,1,3,1
727,3,SM,1,160,133,30,1,3,1
727,3,Train,0,314,126,120,1,3,1
728,3,Car,0,210,120,1,1,3,1
728,3,SM,1,81,118,10,1,3,1
728,3,Train,0,236,105,30,1,3,1
729,3,Car,0,210,165,1,1,3,1
729,3,SM,1,63,133,30,1,3,1
729,3,Train,0,236,126,120,1,3,1
730,3,Car,0,234,110,1,1,3,1
730,3,SM,1,95,127,20,1,3,1
730,3,Train,0,203,110,120,1,3,1
731,3,Car,0,160,110,1,1,3,1
731,3,SM,1,99,118,30,1,3,1
731,3,Train,0,245,110,120,1,3,1
732,3,Car,0,120,75,1,1,3,1
732,3,SM,1,76,88,30,1,3,1
732,3,Train,0,152,85,120,1,3,1
733,3,Car,0,120,64,1,1,3,1
733,3,SM,1,55,76,10,1,3,1
733,3,Train,0,146,68,30,1,3,1
734,3,Car,0,234,115,1,1,3,1
734,3,SM,1,86,133,20,1,3,1
734,3,Train,0,194,116,120,1,3,1
735,3,Car,1,220,125,1,1,3,1
735,3,SM,0,71,140,30,1,3,1
735,3,Train,0,292,131,120,1,3,1
736,3,Car,0,200,135,1,1,3,1
736,3,SM,1,71,140,30,1,3,1
736,3,Train,0,292,131,120,1,3,1
737,3,Car,0,170,120,1,1,3,1
737,3,SM,1,120,105,30,1,3,1
737,3,Train,0,231,101,120,1,3,1
738,3,Car,0,208,105,1,1,3,1
738,3,SM,1,70,122,20,1,3,1
738,3,Train,0,178,106,120,1,3,1
739,3,Car,0,182,85,1,0,3,1
739,3,SM,1,107,90,20,0,3,1
739,3,Train,0,162,89,120,0,3,1
740,3,Car,0,170,105,1,1,3,1
740,3,SM,1,81,118,30,1,3,1
740,3,Train,0,238,110,120,1,3,1
741,3,Car,0,140,95,1,1,3,1
741,3,SM,1,77,112,30,1,3,1
741,3,Train,0,195,97,120,1,3,1
742,3,Car,0,140,68,1,1,2,1
742,3,SM,1,133,92,10,1,2,1
742,3,Train,0,196,76,30,1,2,1
743,3,Car,0,170,120,1,1,3,1
743,3,SM,1,50,112,30,1,3,1
743,3,Train,0,193,106,120,1,3,1
744,3,Car,1,90,60,1,1,3,1
744,3,SM,0,34,78,30,1,3,1
744,3,Train,0,106,72,120,1,3,1
745,3,Car,1,143,80,1,1,3,1
745,3,SM,0,113,105,20,1,3,1
745,3,Train,0,168,94,120,1,3,1
746,3,Car,1,210,135,1,0,3,1
746,3,SM,0,93,146,30,0,3,1
746,3,Train,0,283,126,120,0,3,1
747,3,Car,0,110,68,1,1,3,1
747,3,SM,1,59,76,10,1,3,1
747,3,Train,0,130,68,30,1,3,1
748,3,Car,1,140,80,1,1,3,1
748,3,SM,0,112,84,10,1,3,1
748,3,Train,0,177,78,30,1,3,1
749,3,Car,0,104,50,1,1,3,1
749,3,SM,1,37,84,20,1,3,1
749,3,Train,0,92,72,120,1,3,1
750,3,Car,0,150,90,1,1,3,1
750,3,SM,1,165,112,30,1,3,1
750,3,Train,0,253,110,120,1,3,1
751,3,Car,0,190,112,1,1,3,1
751,3,SM,1,81,118,10,1,3,1
751,3,Train,0,236,105,30,1,3,1
752,3,Car,0,200,115,1,1,3,1
752,3,SM,1,63,137,30,1,3,1
752,3,Train,0,236,126,120,1,3,1
753,3,Car,0,90,40,1,0,2,1
753,3,SM,1,91,76,10,0,2,1
753,3,Train,0,170,68,30,0,2,1
754,3,Car,0,170,80,1,1,2,1
754,3,SM,1,151,97,10,1,2,1
754,3,Train,0,233,90,30,1,2,1
755,3,Car,0,160,95,1,1,2,1
755,3,SM,1,91,118,30,1,2,1
755,3,Train,0,237,110,120,1,2,1
756,3,Car,0,200,88,1,1,2,1
756,3,SM,1,73,105,10,1,2,1
756,3,Train,0,206,92,30,1,2,1
757,3,Car,0,200,88,1,1,2,1
757,3,SM,1,141,109,10,1,2,1
757,3,Train,0,277,99,30,1,2,1
758,3,Car,0,180,105,1,1,3,1
758,3,SM,1,101,105,30,1,3,1
758,3,Train,0,185,101,120,1,3,1
760,3,Car,0,160,105,1,1,2,1
760,3,SM,1,83,118,30,1,2,1
760,3,Train,0,240,108,120,1,2,1
761,3,Car,0,210,135,1,1,2,1
761,3,SM,1,140,140,30,1,2,1
761,3,Train,0,299,134,120,1,2,1
762,3,Car,0,100,60,1,1,2,1
762,3,SM,1,83,78,30,1,2,1
762,3,Train,0,163,78,120,1,2,1
763,3,Car,0,270,136,1,1,2,1
763,3,SM,1,109,140,10,1,2,1
763,3,Train,0,336,122,30,1,2,1
764,3,Car,1,208,135,1,1,3,1
764,3,SM,0,88,127,20,1,3,1
764,3,Train,0,196,110,120,1,3,1
765,3,Car,0,90,44,1,1,3,1
765,3,SM,1,46,71,10,1,3,1
765,3,Train,0,114,65,30,1,3,1
766,3,Car,1,90,44,1,1,3,1
766,3,SM,0,73,78,10,1,3,1
766,3,Train,0,147,71,30,1,3,1
767,3,Car,1,110,56,1,1,3,1
767,3,SM,0,99,84,10,1,3,1
767,3,Train,0,180,78,30,1,3,1
768,3,Car,0,190,92,1,1,3,1
768,3,SM,1,127,84,10,1,3,1
768,3,Train,0,209,81,30,1,3,1
769,3,Car,0,195,115,1,1,3,1
769,3,SM,1,86,105,20,1,3,1
769,3,Train,0,162,94,120,1,3,1
770,3,Car,0,150,80,1,1,3,1
770,3,SM,1,126,84,10,1,3,1
770,3,Train,0,229,76,30,1,3,1
771,3,Car,1,208,80,1,1,3,1
771,3,SM,0,116,99,20,1,3,1
771,3,Train,0,159,94,120,1,3,1
772,3,Car,0,247,140,1,1,3,1
772,3,SM,1,103,137,20,1,3,1
772,3,Train,0,207,126,120,1,3,1
773,3,Car,1,170,88,1,1,3,1
773,3,SM,0,167,109,10,1,3,1
773,3,Train,0,315,94,30,1,3,1
774,3,Car,0,180,92,1,1,3,1
774,3,SM,1,95,109,10,1,3,1
774,3,Train,0,231,97,30,1,3,1
775,3,Car,0,338,120,1,1,3,1
775,3,SM,1,80,150,20,1,3,1
775,3,Train,0,247,131,120,1,3,1
777,3,Car,1,110,65,1,1,2,1
777,3,SM,0,70,90,30,1,2,1
777,3,Train,0,154,89,120,1,2,1
778,3,Car,0,170,115,1,1,2,1
778,3,SM,1,81,118,30,1,2,1
778,3,Train,0,238,110,120,1,2,1
779,3,Car,1,180,80,1,1,2,1
779,3,SM,0,78,97,10,1,2,1
779,3,Train,0,218,84,30,1,2,1
780,3,Car,0,170,105,1,1,2,1
780,3,SM,1,143,122,30,1,2,1
780,3,Train,0,241,119,120,1,2,1
781,3,Car,0,104,55,1,1,2,1
781,3,SM,1,59,76,20,1,2,1
781,3,Train,0,114,67,120,1,2,1
782,3,Car,1,260,125,1,1,3,1
782,3,SM,0,85,146,20,1,3,1
782,3,Train,0,214,126,120,1,3,1
783,3,Car,0,90,48,1,1,3,1
783,3,SM,0,66,76,10,1,3,1
783,3,Train,1,138,68,30,1,3,1
784,3,Car,0,143,65,1,1,3,1
784,3,SM,1,91,92,20,1,3,1
784,3,Train,0,146,85,120,1,3,1
785,3,Car,1,150,72,1,1,3,1
785,3,SM,0,106,105,10,1,3,1
785,3,Train,0,242,90,30,1,3,1
786,3,Car,0,377,205,1,1,3,1
786,3,SM,1,126,183,20,1,3,1
786,3,Train,0,314,160,120,1,3,1
787,3,Car,0,195,105,1,1,3,1
787,3,SM,1,147,112,20,1,3,1
787,3,Train,0,202,106,120,1,3,1
788,3,Car,1,195,90,1,1,3,1
788,3,SM,0,68,118,20,1,3,1
788,3,Train,0,181,101,120,1,3,1
789,3,Car,1,140,95,1,1,2,1
789,3,SM,0,139,90,30,1,2,1
789,3,Train,0,212,91,120,1,2,1
790,3,Car,0,208,100,1,1,3,1
790,3,SM,1,108,127,20,1,3,1
790,3,Train,0,221,113,120,1,3,1
791,3,Car,0,220,145,1,1,3,1
791,3,SM,1,139,161,30,1,3,1
791,3,Train,0,378,146,120,1,3,1
792,3,Car,0,221,130,1,1,3,1
792,3,SM,1,81,133,20,1,3,1
792,3,Train,0,189,113,120,1,3,1
795,3,Car,0,90,60,1,1,3,1
795,3,SM,1,34,78,30,1,3,1
795,3,Train,0,106,72,120,1,3,1
796,3,Car,0,210,132,1,1,3,1
796,3,SM,1,128,105,10,1,3,1
796,3,Train,0,260,94,30,1,3,1
797,3,Car,0,260,130,1,1,3,1
797,3,SM,0,68,146,20,1,3,1
797,3,Train,1,197,126,120,1,3,1
798,3,Car,0,270,150,1,0,2,1
798,3,SM,1,84,165,30,0,2,1
798,3,Train,0,336,146,120,0,2,1
799,3,Car,0,200,130,1,1,2,.5
799,3,SM,1,77,137,30,1,2,.5
799,3,Train,0,255,126,120,1,2,.5
800,3,Car,1,200,150,1,1,3,.5
800,3,SM,0,153,127,30,1,3,.5
800,3,Train,0,313,116,120,1,3,.5
801,3,Car,0,117,65,1,1,3,.5
801,3,SM,1,37,84,20,1,3,.5
801,3,Train,0,92,72,120,1,3,.5
802,3,Car,0,220,128,1,1,3,.5
802,3,SM,1,98,118,10,1,3,.5
802,3,Train,0,253,105,30,1,3,.5
803,3,Car,0,200,120,1,1,3,.5
803,3,SM,1,103,122,10,1,3,.5
803,3,Train,0,264,109,30,1,3,.5
804,3,Car,0,250,124,1,1,3,.5
804,3,SM,1,163,122,10,1,3,.5
804,3,Train,0,308,109,30,1,3,.5
805,3,Car,0,200,100,1,1,2,.5
805,3,SM,1,82,109,10,1,2,.5
805,3,Train,0,216,97,30,1,2,.5
806,3,Car,0,170,105,1,0,3,.5
806,3,SM,1,50,112,30,0,3,.5
806,3,Train,0,193,106,120,0,3,.5
807,3,Car,0,221,105,1,0,1,.5
807,3,SM,1,56,118,20,0,1,.5
807,3,Train,0,164,106,120,0,1,.5
808,3,Car,1,100,48,1,1,2,.5
808,3,SM,0,57,78,10,1,2,.5
808,3,Train,0,128,71,30,1,2,.5
809,3,Car,0,90,50,1,1,3,.5
809,3,SM,1,34,78,30,1,3,.5
809,3,Train,0,106,72,120,1,3,.5
810,3,Car,0,130,70,1,1,3,.5
810,3,SM,1,81,78,20,1,3,.5
810,3,Train,0,136,72,120,1,3,.5
811,3,Car,1,130,72,1,1,3,.5
811,3,SM,0,83,105,10,1,3,.5
811,3,Train,0,203,74,30,1,3,.5
812,3,Car,0,221,105,1,1,2,.5
812,3,SM,1,56,118,20,1,2,.5
812,3,Train,0,164,106,120,1,2,.5
813,3,Car,1,110,44,1,1,2,.5
813,3,SM,0,79,81,10,1,2,.5
813,3,Train,0,153,74,30,1,2,.5
814,3,Car,1,150,76,1,1,2,.5
814,3,SM,0,127,105,10,1,2,.5
814,3,Train,0,228,90,30,1,2,.5
815,3,Car,0,143,50,1,0,1,.5
815,3,SM,1,94,97,20,0,1,.5
815,3,Train,0,149,91,120,0,1,.5
816,3,Car,1,100,65,1,1,2,.5
816,3,SM,0,86,88,30,1,2,.5
816,3,Train,0,166,85,120,1,2,.5
817,3,Car,0,190,140,1,1,2,.5
817,3,SM,1,113,127,30,1,2,.5
817,3,Train,0,270,119,120,1,2,.5
818,3,Car,0,170,115,1,1,2,.5
818,3,SM,1,74,122,30,1,2,.5
818,3,Train,0,224,113,120,1,2,.5
819,3,Car,0,90,70,1,1,3,.5
819,3,SM,1,34,78,30,1,3,.5
819,3,Train,0,106,72,120,1,3,.5
820,3,Car,1,90,60,1,1,3,.5
820,3,SM,0,46,71,10,1,3,.5
820,3,Train,0,114,65,30,1,3,.5
821,3,Car,0,156,60,1,1,3,.5
821,3,SM,1,45,88,20,1,3,.5
821,3,Train,0,100,78,120,1,3,.5
822,3,Car,1,100,48,1,1,3,.5
822,3,SM,0,70,78,10,1,3,.5
822,3,Train,0,118,56,30,1,3,.5
823,3,Car,0,260,132,1,1,3,.5
823,3,SM,1,92,122,10,1,3,.5
823,3,Train,0,292,109,30,1,3,.5
824,3,Car,1,260,140,1,1,3,.5
824,3,SM,0,80,150,20,1,3,.5
824,3,Train,0,247,131,120,1,3,.5
825,3,Car,0,170,110,1,1,3,.5
825,3,SM,1,63,112,30,1,3,.5
825,3,Train,0,210,106,120,1,3,.5
826,3,Car,0,247,125,1,1,3,.5
826,3,SM,1,117,118,20,1,3,.5
826,3,Train,0,193,108,120,1,3,.5
827,3,Car,1,120,56,1,1,3,.5
827,3,SM,0,68,74,10,1,3,.5
827,3,Train,0,141,65,30,1,3,.5
828,3,Car,0,150,84,1,1,3,.5
828,3,SM,1,116,81,10,1,3,.5
828,3,Train,0,200,76,30,1,3,.5
829,3,Car,0,280,220,1,1,3,.5
829,3,SM,1,106,150,30,1,3,.5
829,3,Train,0,335,134,120,1,3,.5
830,3,Car,0,270,160,1,1,3,.5
830,3,SM,1,103,168,30,1,3,.5
830,3,Train,0,324,146,120,1,3,.5
837,3,Car,0,170,95,1,1,2,0
837,3,SM,1,50,225,30,1,2,0
837,3,Train,0,193,211,120,1,2,0
838,3,Car,1,200,104,1,1,3,0
838,3,SM,0,64,194,10,1,3,0
838,3,Train,0,193,176,30,1,3,0
839,3,Car,0,170,96,1,1,3,0
839,3,SM,1,96,198,10,1,3,0
839,3,Train,0,225,176,30,1,3,0
840,3,Car,0,190,150,1,1,2,0
840,3,SM,1,63,266,30,1,2,0
840,3,Train,0,236,252,120,1,2,0
841,3,Car,0,260,132,1,1,3,0
841,3,SM,1,205,266,10,1,3,0
841,3,Train,0,373,237,30,1,3,0
842,3,Car,0,120,64,1,1,2,0
842,3,SM,1,55,153,10,1,2,0
842,3,Train,0,146,136,30,1,2,0
844,3,Car,0,260,125,1,1,3,0
844,3,SM,1,167,237,20,1,3,0
844,3,Train,0,243,221,120,1,3,0
845,3,Car,1,150,80,1,1,3,0
845,3,SM,0,130,194,10,1,3,0
845,3,Train,0,215,181,30,1,3,0
846,3,Car,0,182,85,1,1,2,0
846,3,SM,1,113,210,20,1,2,0
846,3,Train,0,162,194,120,1,2,0
847,3,Car,1,210,120,1,1,1,0
847,3,SM,0,63,266,30,1,1,0
847,3,Train,0,236,252,120,1,1,0
848,3,Car,0,195,80,1,1,2,1
848,3,SM,1,87,245,20,1,2,1
848,3,Train,0,195,221,120,1,2,1
849,3,Car,1,90,44,1,1,2,1
849,3,SM,0,66,155,10,1,2,1
849,3,Train,0,138,142,30,1,2,1
850,3,Car,1,140,90,1,1,2,1
850,3,SM,0,108,237,30,1,2,1
850,3,Train,0,231,203,120,1,2,1
851,3,Car,0,100,52,1,1,3,1
851,3,SM,1,67,147,10,1,3,1
851,3,Train,0,140,130,30,1,3,1
852,3,Car,1,80,44,1,1,3,1
852,3,SM,0,41,142,10,1,3,1
852,3,Train,0,106,119,30,1,3,1
853,3,Car,1,117,65,1,1,3,1
853,3,SM,0,37,167,20,1,3,1
853,3,Train,0,92,143,120,1,3,1
854,3,Car,1,130,85,1,1,3,1
854,3,SM,0,69,184,30,1,3,1
854,3,Train,0,178,176,120,1,3,1
855,3,Car,1,120,75,1,1,3,1
855,3,SM,0,78,184,30,1,3,1
855,3,Train,0,161,184,120,1,3,1
856,3,Car,0,160,115,1,1,3,1
856,3,SM,1,84,225,30,1,3,1
856,3,Train,0,234,211,120,1,3,1
857,3,Car,0,320,185,1,1,3,1
857,3,SM,1,84,330,30,1,3,1
857,3,Train,0,336,294,120,1,3,1
858,3,Car,1,120,60,1,1,3,1
858,3,SM,0,114,147,10,1,3,1
858,3,Train,0,189,136,30,1,3,1
859,3,Car,1,90,55,1,1,2,1
859,3,SM,0,52,167,30,1,2,1
859,3,Train,0,123,156,120,1,2,1
860,3,Car,0,117,60,1,1,3,1
860,3,SM,1,47,176,20,1,3,1
860,3,Train,0,102,163,120,1,3,1
861,3,Car,1,104,55,1,1,3,1
861,3,SM,0,57,176,20,1,3,1
861,3,Train,0,112,163,120,1,3,1
862,3,Car,1,180,108,1,1,3,1
862,3,SM,0,148,210,10,1,3,1
862,3,Train,0,298,184,30,1,3,1
863,3,Car,0,182,75,1,1,3,1
863,3,SM,1,93,194,20,1,3,1
863,3,Train,0,145,184,120,1,3,1
864,3,Car,1,100,40,1,1,3,1
864,3,SM,0,94,162,10,1,3,1
864,3,Train,0,174,147,30,1,3,1
865,3,Car,0,130,65,1,1,3,1
865,3,SM,1,53,184,20,1,3,1
865,3,Train,0,108,170,120,1,3,1
866,3,Car,1,70,36,1,1,3,1
866,3,SM,0,67,153,10,1,3,1
866,3,Train,0,118,89,30,1,3,1
867,3,Car,0,120,80,1,1,3,1
867,3,SM,1,134,176,30,1,3,1
867,3,Train,0,215,176,120,1,3,1
868,3,Car,0,250,150,1,1,3,1
868,3,SM,1,125,301,30,1,3,1
868,3,Train,0,308,284,120,1,3,1
869,3,Car,0,210,110,1,1,3,1
869,3,SM,1,115,237,30,1,3,1
869,3,Train,0,275,221,120,1,3,1
870,3,Car,1,160,88,1,1,3,1
870,3,SM,0,151,181,10,1,3,1
870,3,Train,0,237,169,30,1,3,1
871,3,Car,0,200,130,1,1,3,1
871,3,SM,1,85,281,30,1,3,1
871,3,Train,0,264,262,120,1,3,1
873,3,Car,1,169,85,1,1,2,1
873,3,SM,0,186,169,20,1,2,1
873,3,Train,0,241,170,120,1,2,1
874,3,Car,1,170,125,1,1,2,1
874,3,SM,0,130,218,30,1,2,1
874,3,Train,0,251,211,120,1,2,1
875,3,Car,1,100,44,1,1,3,1
875,3,SM,0,62,147,10,1,3,1
875,3,Train,0,126,136,30,1,3,1
876,3,Car,1,160,84,1,1,3,1
876,3,SM,0,104,218,10,1,3,1
876,3,Train,0,249,189,30,1,3,1
877,3,Car,1,100,55,1,1,3,1
877,3,SM,0,148,167,30,1,3,1
877,3,Train,0,239,170,120,1,3,1
878,3,Car,0,180,100,1,1,3,1
878,3,SM,1,114,218,10,1,3,1
878,3,Train,0,252,194,30,1,3,1
879,3,Car,0,170,110,1,1,3,1
879,3,SM,1,78,237,30,1,3,1
879,3,Train,0,226,217,120,1,3,1
880,3,Car,0,150,95,1,1,3,1
880,3,SM,1,59,237,30,1,3,1
880,3,Train,0,206,221,120,1,3,1
881,3,Car,1,140,68,1,1,3,1
881,3,SM,0,122,167,10,1,3,1
881,3,Train,0,208,155,30,1,3,1
882,3,Car,1,273,135,1,1,3,1
882,3,SM,0,71,281,20,1,3,1
882,3,Train,0,200,252,120,1,3,1
883,3,Car,0,273,135,1,1,3,1
883,3,SM,1,71,281,20,1,3,1
883,3,Train,0,200,252,120,1,3,1
884,3,Car,1,110,80,1,1,3,1
884,3,SM,0,102,169,30,1,3,1
884,3,Train,0,204,163,120,1,3,1
885,3,Car,1,140,104,1,1,2,1
885,3,SM,0,91,194,10,1,2,1
885,3,Train,0,195,162,30,1,2,1
886,3,Car,0,221,105,1,1,3,1
886,3,SM,1,56,237,20,1,3,1
886,3,Train,0,164,211,120,1,3,1
887,3,Car,1,220,145,1,1,3,1
887,3,SM,0,83,274,30,1,3,1
887,3,Train,0,262,252,120,1,3,1
888,3,Car,1,120,85,1,1,3,1
888,3,SM,0,64,189,30,1,3,1
888,3,Train,0,172,184,120,1,3,1
889,3,Car,1,140,68,1,1,3,1
889,3,SM,0,69,189,10,1,3,1
889,3,Train,0,205,167,30,1,3,1
890,3,Car,0,240,160,1,1,3,1
890,3,SM,1,109,281,10,1,3,1
890,3,Train,0,336,245,30,1,3,1
891,3,Car,0,221,125,1,1,3,1
891,3,SM,1,65,254,20,1,3,1
891,3,Train,0,173,221,120,1,3,1
892,3,Car,0,160,105,1,1,3,1
892,3,SM,1,130,210,30,1,3,1
892,3,Train,0,226,211,120,1,3,1
893,3,Car,0,210,165,1,1,3,1
893,3,SM,1,63,266,30,1,3,1
893,3,Train,0,236,252,120,1,3,1
894,3,Car,1,273,140,1,0,3,1
894,3,SM,0,167,281,20,0,3,1
894,3,Train,0,271,252,120,0,3,1
895,3,Car,1,200,92,1,1,2,1
895,3,SM,0,131,218,10,1,2,1
895,3,Train,0,275,194,30,1,2,1
896,3,Car,1,100,40,1,1,2,1
896,3,SM,0,97,155,10,1,2,1
896,3,Train,0,176,142,30,1,2,1
897,3,Car,1,150,72,1,1,2,1
897,3,SM,0,113,162,10,1,2,1
897,3,Train,0,195,153,30,1,2,1
898,3,Car,0,210,108,1,1,3,1
898,3,SM,1,81,237,10,1,3,1
898,3,Train,0,236,210,30,1,3,1
899,3,Car,1,150,80,1,1,3,1
899,3,SM,0,123,218,10,1,3,1
899,3,Train,0,240,167,30,1,3,1
900,3,Car,0,182,90,1,1,3,1
900,3,SM,1,172,194,20,1,3,1
900,3,Train,0,217,194,120,1,3,1
901,3,Car,1,180,108,1,1,3,1
901,3,SM,0,93,218,10,1,3,1
901,3,Train,0,227,189,30,1,3,1
902,3,Car,1,377,175,1,0,2,1
902,3,SM,0,325,357,20,0,2,1
902,3,Train,0,433,329,120,0,2,1
903,3,Car,1,240,116,1,1,2,1
903,3,SM,0,155,254,10,1,2,1
903,3,Train,0,321,225,30,1,2,1
904,3,Car,0,221,140,1,1,3,1
904,3,SM,1,56,237,20,1,3,1
904,3,Train,0,164,211,120,1,3,1
905,3,Car,0,220,120,1,1,3,1
905,3,SM,1,110,237,10,1,3,1
905,3,Train,0,273,210,30,1,3,1
906,3,Car,1,273,150,1,1,3,1
906,3,SM,0,97,293,20,1,3,1
906,3,Train,0,226,252,120,1,3,1
907,3,Car,0,286,160,1,1,3,1
907,3,SM,1,117,301,20,1,3,1
907,3,Train,0,246,262,120,1,3,1
908,3,Car,1,208,105,1,1,3,1
908,3,SM,0,104,245,20,1,3,1
908,3,Train,0,217,211,120,1,3,1
909,3,Car,0,182,105,1,1,3,1
909,3,SM,1,104,167,20,1,3,1
909,3,Train,0,157,163,120,1,3,1
910,3,Car,1,150,88,1,1,3,1
910,3,SM,0,80,194,10,1,3,1
910,3,Train,0,220,176,30,1,3,1
911,3,Car,1,78,30,1,1,3,1
911,3,SM,0,39,111,20,1,3,1
911,3,Train,0,92,89,120,1,3,1
912,3,Car,0,230,155,1,1,3,1
912,3,SM,1,101,293,30,1,3,1
912,3,Train,0,327,270,120,1,3,1
913,3,Car,1,190,155,1,1,3,1
913,3,SM,0,140,225,30,1,3,1
913,3,Train,0,261,217,120,1,3,1
914,3,Car,1,230,96,1,1,2,1
914,3,SM,0,86,210,10,1,2,1
914,3,Train,0,221,184,30,1,2,1
915,3,Car,1,221,110,1,1,3,1
915,3,SM,0,100,266,20,1,3,1
915,3,Train,0,204,233,120,1,3,1
916,3,Car,1,180,84,1,1,3,1
916,3,SM,0,169,198,10,1,3,1
916,3,Train,0,257,184,30,1,3,1
917,3,Car,1,250,160,1,1,3,1
917,3,SM,0,97,330,30,1,3,1
917,3,Train,0,353,294,120,1,3,1
918,3,Car,1,180,115,1,1,3,1
918,3,SM,0,143,210,30,1,3,1
918,3,Train,0,217,200,120,1,3,1
919,3,Car,1,325,160,1,1,3,1
919,3,SM,0,128,322,20,1,3,1
919,3,Train,0,295,284,120,1,3,1
920,3,Car,0,240,112,1,1,3,1
920,3,SM,1,157,245,10,1,3,1
920,3,Train,0,300,225,30,1,3,1
921,3,Car,0,170,100,1,1,2,1
921,3,SM,1,64,194,10,1,2,1
921,3,Train,0,193,176,30,1,2,1
922,3,Car,0,170,95,1,1,3,1
922,3,SM,1,50,225,30,1,3,1
922,3,Train,0,193,211,120,1,3,1
923,3,Car,1,100,65,1,1,3,1
923,3,SM,0,100,189,30,1,3,1
923,3,Train,0,190,184,120,1,3,1
924,3,Car,1,312,170,1,1,3,1
924,3,SM,0,95,322,20,1,3,1
924,3,Train,0,262,270,120,1,3,1
925,3,Car,1,150,68,1,1,2,1
925,3,SM,0,159,184,10,1,2,1
925,3,Train,0,225,169,30,1,2,1
926,3,Car,1,180,110,1,1,2,.5
926,3,SM,0,55,218,30,1,2,.5
926,3,Train,0,205,200,120,1,2,.5
927,3,Car,0,90,48,1,1,3,.5
927,3,SM,1,41,142,10,1,3,.5
927,3,Train,0,106,119,30,1,3,.5
928,3,Car,1,140,80,1,1,3,.5
928,3,SM,0,130,167,30,1,3,.5
928,3,Train,0,216,170,120,1,3,.5
929,3,Car,0,170,84,1,1,3,.5
929,3,SM,1,64,194,10,1,3,.5
929,3,Train,0,193,176,30,1,3,.5
930,3,Car,1,200,112,1,1,3,.5
930,3,SM,0,111,225,10,1,3,.5
930,3,Train,0,250,210,30,1,3,.5
931,3,Car,1,90,40,1,1,2,.5
931,3,SM,0,41,142,10,1,2,.5
931,3,Train,0,106,119,30,1,2,.5
932,3,Car,1,160,72,1,0,2,.5
932,3,SM,0,99,210,10,0,2,.5
932,3,Train,0,234,184,30,0,2,.5
933,3,Car,0,130,50,1,1,3,.5
933,3,SM,1,84,181,20,1,3,.5
933,3,Train,0,133,170,120,1,3,.5
934,3,Car,1,156,70,1,1,3,.5
934,3,SM,0,63,176,20,1,3,.5
934,3,Train,0,118,156,120,1,3,.5
935,3,Car,1,250,140,1,1,2,.5
935,3,SM,0,226,337,30,1,2,.5
935,3,Train,0,406,329,120,1,2,.5
936,3,Car,0,130,76,1,1,2,.5
936,3,SM,1,124,167,10,1,2,.5
936,3,Train,0,182,155,30,1,2,.5
937,3,Car,0,190,115,1,1,3,0
937,3,SM,1,63,23,30,1,3,0
937,3,Train,0,236,23,120,1,3,0
938,3,Car,0,180,90,1,1,3,1
938,3,SM,1,55,23,30,1,3,1
938,3,Train,0,205,23,120,1,3,1
939,3,Car,0,100,64,1,1,2,.5
939,3,SM,0,57,16,10,1,2,.5
939,3,Train,1,128,13,30,1,2,.5
942,3,Car,0,260,105,1,0,1,0
942,3,SM,1,97,82,20,0,1,0
942,3,Train,0,205,74,120,0,1,0
943,3,Car,0,130,50,1,0,2,0
943,3,SM,1,59,54,20,0,2,0
943,3,Train,0,114,50,120,0,2,0
944,3,Car,0,90,45,1,1,2,0
944,3,SM,1,56,49,30,1,2,0
944,3,Train,0,135,46,120,1,2,0
945,3,Car,0,221,90,1,1,2,0
945,3,SM,1,83,72,20,1,2,0
945,3,Train,0,191,64,120,1,2,0
946,3,Car,1,90,44,1,1,2,0
946,3,SM,0,73,42,10,1,2,0
946,3,Train,0,149,38,30,1,2,0
947,3,Car,0,182,90,1,1,2,0
947,3,SM,1,119,64,20,1,2,0
947,3,Train,0,195,59,120,1,2,0
948,3,Car,0,312,155,1,1,3,0
948,3,SM,1,128,88,20,1,3,0
948,3,Train,0,236,79,120,1,3,0
949,3,Car,0,140,95,1,1,2,0
949,3,SM,1,139,62,30,1,2,0
949,3,Train,0,220,60,120,1,2,0
950,3,Car,1,320,136,1,0,2,0
950,3,SM,0,109,82,10,0,2,0
950,3,Train,0,336,72,30,0,2,0
